,date,state,fips,cases,deaths,employed-sugar-intake-daily,Winning Party,Democrats,Republicans
2186,2022-11-23,Arizona,4,2324560,31710,33.0,Republicans,0,1
2187,2022-11-24,Arizona,4,2324560,31710,33.0,Republicans,0,1
2188,2022-11-25,Arizona,4,2324560,31710,33.0,Republicans,0,1
2189,2022-11-26,Arizona,4,2324560,31710,33.0,Republicans,0,1
2190,2022-11-27,Arizona,4,2324560,31710,33.0,Republicans,0,1
2191,2022-11-28,Arizona,4,2324560,31710,33.0,Republicans,0,1
2192,2022-11-29,Arizona,4,2324560,31710,33.0,Republicans,0,1
2193,2022-11-30,Arizona,4,2337547,31751,33.0,Republicans,0,1
2194,2022-12-01,Arizona,4,2337547,31751,33.0,Republicans,0,1
2195,2022-12-02,Arizona,4,2337547,31751,33.0,Republicans,0,1
2196,2022-12-03,Arizona,4,2337547,31751,33.0,Republicans,0,1
2197,2022-12-04,Arizona,4,2337547,31751,33.0,Republicans,0,1
2198,2022-12-05,Arizona,4,2337547,31751,33.0,Republicans,0,1
2199,2022-12-06,Arizona,4,2337547,31751,33.0,Republicans,0,1
2200,2022-12-07,Arizona,4,2353530,31822,33.0,Republicans,0,1
2201,2022-12-08,Arizona,4,2353530,31824,33.0,Republicans,0,1
2202,2022-12-09,Arizona,4,2353530,31824,33.0,Republicans,0,1
2203,2022-12-10,Arizona,4,2353530,31824,33.0,Republicans,0,1
2204,2022-12-11,Arizona,4,2353530,31824,33.0,Republicans,0,1
2205,2022-12-12,Arizona,4,2353530,31824,33.0,Republicans,0,1
2206,2022-12-13,Arizona,4,2353530,31824,33.0,Republicans,0,1
2207,2022-12-14,Arizona,4,2365080,31929,33.0,Republicans,0,1
2208,2022-12-15,Arizona,4,2365080,31929,33.0,Republicans,0,1
2209,2022-12-16,Arizona,4,2365080,31929,33.0,Republicans,0,1
2210,2022-12-17,Arizona,4,2365080,31929,33.0,Republicans,0,1
2211,2022-12-18,Arizona,4,2365080,31929,33.0,Republicans,0,1
2212,2022-12-19,Arizona,4,2365080,31929,33.0,Republicans,0,1
2213,2022-12-20,Arizona,4,2365080,31929,33.0,Republicans,0,1
2214,2022-12-21,Arizona,4,2373361,32038,33.0,Republicans,0,1
2215,2022-12-22,Arizona,4,2373361,32038,33.0,Republicans,0,1
2216,2022-12-23,Arizona,4,2373361,32038,33.0,Republicans,0,1
2217,2022-12-24,Arizona,4,2373361,32038,33.0,Republicans,0,1
2218,2022-12-25,Arizona,4,2373361,32038,33.0,Republicans,0,1
2219,2022-12-26,Arizona,4,2373361,32038,33.0,Republicans,0,1
2220,2022-12-27,Arizona,4,2373361,32038,33.0,Republicans,0,1
2221,2022-12-28,Arizona,4,2378334,32182,33.0,Republicans,0,1
2222,2022-12-29,Arizona,4,2378334,32182,33.0,Republicans,0,1
2223,2022-12-30,Arizona,4,2378334,32182,33.0,Republicans,0,1
2224,2022-12-31,Arizona,4,2378334,32182,33.0,Republicans,0,1
2225,2023-01-01,Arizona,4,2378334,32182,33.0,Republicans,0,1
2226,2023-01-02,Arizona,4,2378334,32182,33.0,Republicans,0,1
2227,2023-01-03,Arizona,4,2378334,32182,33.0,Republicans,0,1
2228,2023-01-04,Arizona,4,2384521,32311,33.0,Republicans,0,1
2229,2023-01-05,Arizona,4,2384521,32311,33.0,Republicans,0,1
2230,2023-01-06,Arizona,4,2384521,32311,33.0,Republicans,0,1
2231,2023-01-07,Arizona,4,2384521,32311,33.0,Republicans,0,1
2232,2023-01-08,Arizona,4,2384521,32311,33.0,Republicans,0,1
2233,2023-01-09,Arizona,4,2384521,32311,33.0,Republicans,0,1
2234,2023-01-10,Arizona,4,2384521,32311,33.0,Republicans,0,1
2235,2023-01-11,Arizona,4,2391895,32503,33.0,Republicans,0,1
2236,2023-01-12,Arizona,4,2391895,32503,33.0,Republicans,0,1
2237,2023-01-13,Arizona,4,2391895,32503,33.0,Republicans,0,1
2238,2023-01-14,Arizona,4,2391895,32503,33.0,Republicans,0,1
2239,2023-01-15,Arizona,4,2391895,32503,33.0,Republicans,0,1
2240,2023-01-16,Arizona,4,2391895,32503,33.0,Republicans,0,1
2241,2023-01-17,Arizona,4,2391895,32503,33.0,Republicans,0,1
2242,2023-01-18,Arizona,4,2394646,32631,33.0,Republicans,0,1
2243,2023-01-19,Arizona,4,2394646,32631,33.0,Republicans,0,1
2244,2023-01-20,Arizona,4,2394646,32631,33.0,Republicans,0,1
2245,2023-01-21,Arizona,4,2394646,32631,33.0,Republicans,0,1
2246,2023-01-22,Arizona,4,2394646,32631,33.0,Republicans,0,1
2247,2023-01-23,Arizona,4,2394646,32631,33.0,Republicans,0,1
2248,2023-01-24,Arizona,4,2394646,32631,33.0,Republicans,0,1
2249,2023-01-25,Arizona,4,2398200,32775,33.0,Republicans,0,1
2250,2023-01-26,Arizona,4,2398200,32775,33.0,Republicans,0,1
2251,2023-01-27,Arizona,4,2398200,32775,33.0,Republicans,0,1
2252,2023-01-28,Arizona,4,2398200,32775,33.0,Republicans,0,1
2253,2023-01-29,Arizona,4,2398200,32775,33.0,Republicans,0,1
2254,2023-01-30,Arizona,4,2398200,32775,33.0,Republicans,0,1
2255,2023-01-31,Arizona,4,2398200,32775,33.0,Republicans,0,1
2256,2023-02-01,Arizona,4,2401287,32882,33.0,Republicans,0,1
2257,2023-02-02,Arizona,4,2401287,32882,33.0,Republicans,0,1
2258,2023-02-03,Arizona,4,2401287,32882,33.0,Republicans,0,1
2259,2023-02-04,Arizona,4,2401287,32882,33.0,Republicans,0,1
2260,2023-02-05,Arizona,4,2401287,32882,33.0,Republicans,0,1
2261,2023-02-06,Arizona,4,2401287,32882,33.0,Republicans,0,1
2262,2023-02-07,Arizona,4,2401287,32882,33.0,Republicans,0,1
2263,2023-02-08,Arizona,4,2404386,32936,33.0,Republicans,0,1
2264,2023-02-09,Arizona,4,2404386,32936,33.0,Republicans,0,1
2265,2023-02-10,Arizona,4,2404386,32936,33.0,Republicans,0,1
2266,2023-02-11,Arizona,4,2404386,32936,33.0,Republicans,0,1
2267,2023-02-12,Arizona,4,2404386,32936,33.0,Republicans,0,1
2268,2023-02-13,Arizona,4,2404386,32936,33.0,Republicans,0,1
2269,2023-02-14,Arizona,4,2404386,32936,33.0,Republicans,0,1
2270,2023-02-15,Arizona,4,2407765,33003,33.0,Republicans,0,1
2271,2023-02-16,Arizona,4,2407765,33003,33.0,Republicans,0,1
2272,2023-02-17,Arizona,4,2407765,33003,33.0,Republicans,0,1
2273,2023-02-18,Arizona,4,2407765,33003,33.0,Republicans,0,1
2274,2023-02-19,Arizona,4,2407765,33003,33.0,Republicans,0,1
2275,2023-02-20,Arizona,4,2407765,33003,33.0,Republicans,0,1
2276,2023-02-21,Arizona,4,2407765,33003,33.0,Republicans,0,1
2277,2023-02-22,Arizona,4,2434631,33042,33.0,Republicans,0,1
2278,2023-02-23,Arizona,4,2434631,33042,33.0,Republicans,0,1
2279,2023-02-24,Arizona,4,2434631,33042,33.0,Republicans,0,1
2280,2023-02-25,Arizona,4,2434631,33042,33.0,Republicans,0,1
2281,2023-02-26,Arizona,4,2434631,33042,33.0,Republicans,0,1
2282,2023-02-27,Arizona,4,2434631,33042,33.0,Republicans,0,1
2283,2023-02-28,Arizona,4,2434631,33043,33.0,Republicans,0,1
2284,2023-03-01,Arizona,4,2440294,33077,33.0,Republicans,0,1
2285,2023-03-02,Arizona,4,2440294,33077,33.0,Republicans,0,1
2286,2023-03-03,Arizona,4,2440294,33077,33.0,Republicans,0,1
2287,2023-03-04,Arizona,4,2440294,33077,33.0,Republicans,0,1
2288,2023-03-05,Arizona,4,2440294,33077,33.0,Republicans,0,1
2289,2023-03-06,Arizona,4,2440294,33077,33.0,Republicans,0,1
2290,2023-03-07,Arizona,4,2440294,33077,33.0,Republicans,0,1
2291,2023-03-08,Arizona,4,2444144,33103,33.0,Republicans,0,1
2292,2023-03-09,Arizona,4,2444144,33104,33.0,Republicans,0,1
2293,2023-03-10,Arizona,4,2444144,33104,33.0,Republicans,0,1
2294,2023-03-11,Arizona,4,2444144,33104,33.0,Republicans,0,1
2295,2023-03-12,Arizona,4,2444144,33104,33.0,Republicans,0,1
2296,2023-03-13,Arizona,4,2444144,33104,33.0,Republicans,0,1
2297,2023-03-14,Arizona,4,2444144,33104,33.0,Republicans,0,1
2298,2023-03-15,Arizona,4,2448406,33158,33.0,Republicans,0,1
2299,2023-03-16,Arizona,4,2448406,33158,33.0,Republicans,0,1
2300,2023-03-17,Arizona,4,2448406,33158,33.0,Republicans,0,1
2301,2023-03-18,Arizona,4,2448406,33158,33.0,Republicans,0,1
2302,2023-03-19,Arizona,4,2448406,33158,33.0,Republicans,0,1
2303,2023-03-20,Arizona,4,2448406,33158,33.0,Republicans,0,1
2304,2023-03-21,Arizona,4,2448406,33158,33.0,Republicans,0,1
2305,2023-03-22,Arizona,4,2451062,33190,33.0,Republicans,0,1
2306,2023-03-23,Arizona,4,2451062,33190,33.0,Republicans,0,1
2307,2020-02-05,Wisconsin,55,1,0,29.7,Republicans,0,1
2308,2020-02-06,Wisconsin,55,1,0,29.7,Republicans,0,1
2309,2020-02-07,Wisconsin,55,1,0,29.7,Republicans,0,1
2310,2020-02-08,Wisconsin,55,1,0,29.7,Republicans,0,1
2311,2020-02-09,Wisconsin,55,1,0,29.7,Republicans,0,1
2312,2020-02-10,Wisconsin,55,1,0,29.7,Republicans,0,1
2313,2020-02-11,Wisconsin,55,1,0,29.7,Republicans,0,1
2314,2020-02-12,Wisconsin,55,1,0,29.7,Republicans,0,1
2315,2020-02-13,Wisconsin,55,1,0,29.7,Republicans,0,1
2316,2020-02-14,Wisconsin,55,1,0,29.7,Republicans,0,1
2317,2020-02-15,Wisconsin,55,1,0,29.7,Republicans,0,1
2318,2020-02-16,Wisconsin,55,1,0,29.7,Republicans,0,1
2319,2020-02-17,Wisconsin,55,1,0,29.7,Republicans,0,1
2320,2020-02-18,Wisconsin,55,1,0,29.7,Republicans,0,1
2321,2020-02-19,Wisconsin,55,1,0,29.7,Republicans,0,1
2322,2020-02-20,Wisconsin,55,1,0,29.7,Republicans,0,1
2323,2020-02-21,Wisconsin,55,1,0,29.7,Republicans,0,1
2324,2020-02-22,Wisconsin,55,1,0,29.7,Republicans,0,1
2325,2020-02-23,Wisconsin,55,1,0,29.7,Republicans,0,1
2326,2020-02-24,Wisconsin,55,1,0,29.7,Republicans,0,1
2327,2020-02-25,Wisconsin,55,1,0,29.7,Republicans,0,1
2328,2020-02-26,Wisconsin,55,1,0,29.7,Republicans,0,1
2329,2020-02-27,Wisconsin,55,1,0,29.7,Republicans,0,1
2330,2020-02-28,Wisconsin,55,1,0,29.7,Republicans,0,1
2331,2020-02-29,Wisconsin,55,1,0,29.7,Republicans,0,1
2332,2020-03-01,Wisconsin,55,1,0,29.7,Republicans,0,1
2333,2020-03-02,Wisconsin,55,1,0,29.7,Republicans,0,1
2334,2020-03-03,Wisconsin,55,1,0,29.7,Republicans,0,1
2335,2020-03-04,Wisconsin,55,1,0,29.7,Republicans,0,1
2336,2020-03-05,Wisconsin,55,1,0,29.7,Republicans,0,1
2337,2020-03-06,Wisconsin,55,1,0,29.7,Republicans,0,1
2338,2020-03-07,Wisconsin,55,1,0,29.7,Republicans,0,1
2339,2020-03-08,Wisconsin,55,1,0,29.7,Republicans,0,1
2340,2020-03-09,Wisconsin,55,2,0,29.7,Republicans,0,1
2341,2020-03-10,Wisconsin,55,3,0,29.7,Republicans,0,1
2342,2020-03-11,Wisconsin,55,6,0,29.7,Republicans,0,1
2343,2020-03-12,Wisconsin,55,8,0,29.7,Republicans,0,1
2344,2020-03-13,Wisconsin,55,19,0,29.7,Republicans,0,1
2345,2020-03-14,Wisconsin,55,27,0,29.7,Republicans,0,1
2346,2020-03-15,Wisconsin,55,33,0,29.7,Republicans,0,1
2347,2020-03-16,Wisconsin,55,47,0,29.7,Republicans,0,1
2348,2020-03-17,Wisconsin,55,72,0,29.7,Republicans,0,1
2349,2020-03-18,Wisconsin,55,106,0,29.7,Republicans,0,1
2350,2020-03-19,Wisconsin,55,155,2,29.7,Republicans,0,1
2351,2020-03-20,Wisconsin,55,216,3,29.7,Republicans,0,1
2352,2020-03-21,Wisconsin,55,281,4,29.7,Republicans,0,1
2353,2020-03-22,Wisconsin,55,382,4,29.7,Republicans,0,1
2354,2020-03-23,Wisconsin,55,418,5,29.7,Republicans,0,1
2355,2020-03-24,Wisconsin,55,481,5,29.7,Republicans,0,1
2356,2020-03-25,Wisconsin,55,623,7,29.7,Republicans,0,1
2357,2020-03-26,Wisconsin,55,754,10,29.7,Republicans,0,1
2358,2020-03-27,Wisconsin,55,930,16,29.7,Republicans,0,1
2359,2020-03-28,Wisconsin,55,1042,17,29.7,Republicans,0,1
2360,2020-03-29,Wisconsin,55,1120,17,29.7,Republicans,0,1
2361,2020-03-30,Wisconsin,55,1269,20,29.7,Republicans,0,1
2362,2020-03-31,Wisconsin,55,1351,25,29.7,Republicans,0,1
2363,2020-04-01,Wisconsin,55,1552,33,29.7,Republicans,0,1
2364,2020-04-02,Wisconsin,55,1730,37,29.7,Republicans,0,1
2365,2020-04-03,Wisconsin,55,1916,50,29.7,Republicans,0,1
2366,2020-04-04,Wisconsin,55,2112,60,29.7,Republicans,0,1
2367,2020-04-05,Wisconsin,55,2267,73,29.7,Republicans,0,1
2368,2020-04-06,Wisconsin,55,2440,83,29.7,Republicans,0,1
2369,2020-04-07,Wisconsin,55,2578,94,29.7,Republicans,0,1
2370,2020-04-08,Wisconsin,55,2756,107,29.7,Republicans,0,1
2371,2020-04-09,Wisconsin,55,2885,116,29.7,Republicans,0,1
2372,2020-04-10,Wisconsin,55,3068,131,29.7,Republicans,0,1
2373,2020-04-11,Wisconsin,55,3213,141,29.7,Republicans,0,1
2374,2020-04-12,Wisconsin,55,3341,145,29.7,Republicans,0,1
2375,2020-04-13,Wisconsin,55,3428,155,29.7,Republicans,0,1
2376,2020-04-14,Wisconsin,55,3555,172,29.7,Republicans,0,1
2377,2020-04-15,Wisconsin,55,3721,184,29.7,Republicans,0,1
2378,2020-04-16,Wisconsin,55,3875,197,29.7,Republicans,0,1
2379,2020-04-17,Wisconsin,55,4045,205,29.7,Republicans,0,1
2380,2020-04-18,Wisconsin,55,4199,212,29.7,Republicans,0,1
2381,2020-04-19,Wisconsin,55,4346,222,29.7,Republicans,0,1
2382,2020-04-20,Wisconsin,55,4564,231,29.7,Republicans,0,1
2383,2020-04-21,Wisconsin,55,4691,243,29.7,Republicans,0,1
2384,2020-04-22,Wisconsin,55,4915,247,29.7,Republicans,0,1
2385,2020-04-23,Wisconsin,55,5125,257,29.7,Republicans,0,1
2386,2020-04-24,Wisconsin,55,5431,262,29.7,Republicans,0,1
2387,2020-04-25,Wisconsin,55,5762,266,29.7,Republicans,0,1
2388,2020-04-26,Wisconsin,55,5986,274,29.7,Republicans,0,1
2389,2020-04-27,Wisconsin,55,6164,281,29.7,Republicans,0,1
2390,2020-04-28,Wisconsin,55,6389,300,29.7,Republicans,0,1
2391,2020-04-29,Wisconsin,55,6621,308,29.7,Republicans,0,1
2392,2020-04-30,Wisconsin,55,6973,316,29.7,Republicans,0,1
2393,2020-05-01,Wisconsin,55,7439,327,29.7,Republicans,0,1
2394,2020-05-02,Wisconsin,55,7785,334,29.7,Republicans,0,1
2395,2020-05-03,Wisconsin,55,8089,339,29.7,Republicans,0,1
2396,2020-05-04,Wisconsin,55,8362,340,29.7,Republicans,0,1
2397,2020-05-05,Wisconsin,55,8696,353,29.7,Republicans,0,1
2398,2020-05-06,Wisconsin,55,9052,362,29.7,Republicans,0,1
2399,2020-05-07,Wisconsin,55,9369,374,29.7,Republicans,0,1
2400,2020-05-08,Wisconsin,55,9750,384,29.7,Republicans,0,1
2401,2020-05-09,Wisconsin,55,10099,398,29.7,Republicans,0,1
2402,2020-05-10,Wisconsin,55,10379,400,29.7,Republicans,0,1
2403,2020-05-11,Wisconsin,55,10581,409,29.7,Republicans,0,1
2404,2020-05-12,Wisconsin,55,10781,418,29.7,Republicans,0,1
2405,2020-05-13,Wisconsin,55,11071,421,29.7,Republicans,0,1
2406,2020-05-14,Wisconsin,55,11449,434,29.7,Republicans,0,1
2407,2020-05-15,Wisconsin,55,12037,445,29.7,Republicans,0,1
2408,2020-05-16,Wisconsin,55,12551,453,29.7,Republicans,0,1
2409,2020-05-17,Wisconsin,55,12754,453,29.7,Republicans,0,1
2410,2020-05-18,Wisconsin,55,12912,459,29.7,Republicans,0,1
2411,2020-05-19,Wisconsin,55,13200,467,29.7,Republicans,0,1
2412,2020-05-20,Wisconsin,55,13779,481,29.7,Republicans,0,1
2413,2020-05-21,Wisconsin,55,14172,487,29.7,Republicans,0,1
2414,2020-05-22,Wisconsin,55,14768,496,29.7,Republicans,0,1
2415,2020-05-23,Wisconsin,55,15196,507,29.7,Republicans,0,1
2416,2020-05-24,Wisconsin,55,15573,510,29.7,Republicans,0,1
2417,2020-05-25,Wisconsin,55,15857,514,29.7,Republicans,0,1
2418,2020-05-26,Wisconsin,55,16141,517,29.7,Republicans,0,1
2419,2020-05-27,Wisconsin,55,16786,539,29.7,Republicans,0,1
2420,2020-05-28,Wisconsin,55,17476,550,29.7,Republicans,0,1
2421,2020-05-29,Wisconsin,55,18050,569,29.7,Republicans,0,1
2422,2020-05-30,Wisconsin,55,18515,588,29.7,Republicans,0,1
2423,2020-05-31,Wisconsin,55,18684,594,29.7,Republicans,0,1
2424,2020-06-01,Wisconsin,55,18825,597,29.7,Republicans,0,1
2425,2020-06-02,Wisconsin,55,19223,610,29.7,Republicans,0,1
2426,2020-06-03,Wisconsin,55,19896,618,29.7,Republicans,0,1
2427,2020-06-04,Wisconsin,55,20359,627,29.7,Republicans,0,1
2428,2020-06-05,Wisconsin,55,20723,634,29.7,Republicans,0,1
2429,2020-06-06,Wisconsin,55,20997,646,29.7,Republicans,0,1
2430,2020-06-07,Wisconsin,55,21246,648,29.7,Republicans,0,1
2431,2020-06-08,Wisconsin,55,21463,650,29.7,Republicans,0,1
2432,2020-06-09,Wisconsin,55,21738,662,29.7,Republicans,0,1
2433,2020-06-10,Wisconsin,55,24091,679,29.7,Republicans,0,1
2434,2020-06-11,Wisconsin,55,24411,691,29.7,Republicans,0,1
2435,2020-06-12,Wisconsin,55,24733,698,29.7,Republicans,0,1
2436,2020-06-13,Wisconsin,55,25026,700,29.7,Republicans,0,1
2437,2020-06-14,Wisconsin,55,25307,702,29.7,Republicans,0,1
2438,2020-06-15,Wisconsin,55,25530,703,29.7,Republicans,0,1
2439,2020-06-16,Wisconsin,55,25829,710,29.7,Republicans,0,1
2440,2020-06-17,Wisconsin,55,26167,719,29.7,Republicans,0,1
2441,2020-06-18,Wisconsin,55,26611,725,29.7,Republicans,0,1
2442,2020-06-19,Wisconsin,55,26913,736,29.7,Republicans,0,1
2443,2020-06-20,Wisconsin,55,27314,751,29.7,Republicans,0,1
2444,2020-06-21,Wisconsin,55,27598,751,29.7,Republicans,0,1
2445,2020-06-22,Wisconsin,55,27849,751,29.7,Republicans,0,1
2446,2020-06-23,Wisconsin,55,28187,758,29.7,Republicans,0,1
2447,2020-06-24,Wisconsin,55,28652,769,29.7,Republicans,0,1
2448,2020-06-25,Wisconsin,55,29204,775,29.7,Republicans,0,1
2449,2020-06-26,Wisconsin,55,29718,775,29.7,Republicans,0,1
2450,2020-06-27,Wisconsin,55,30235,786,29.7,Republicans,0,1
2451,2020-06-28,Wisconsin,55,30716,786,29.7,Republicans,0,1
2452,2020-06-29,Wisconsin,55,31103,786,29.7,Republicans,0,1
2453,2020-06-30,Wisconsin,55,31723,793,29.7,Republicans,0,1
2454,2020-07-01,Wisconsin,55,32307,794,29.7,Republicans,0,1
2455,2020-07-02,Wisconsin,55,32876,801,29.7,Republicans,0,1
2456,2020-07-03,Wisconsin,55,33565,804,29.7,Republicans,0,1
2457,2020-07-04,Wisconsin,55,34243,804,29.7,Republicans,0,1
2458,2020-07-05,Wisconsin,55,34750,804,29.7,Republicans,0,1
2459,2020-07-06,Wisconsin,55,35318,805,29.7,Republicans,0,1
2460,2020-07-07,Wisconsin,55,35834,817,29.7,Republicans,0,1
2461,2020-07-08,Wisconsin,55,36526,818,29.7,Republicans,0,1
2462,2020-07-09,Wisconsin,55,37358,821,29.7,Republicans,0,1
2463,2020-07-10,Wisconsin,55,38414,825,29.7,Republicans,0,1
2464,2020-07-11,Wisconsin,55,39095,829,29.7,Republicans,0,1
2465,2020-07-12,Wisconsin,55,39901,828,29.7,Republicans,0,1
2466,2020-07-13,Wisconsin,55,40603,828,29.7,Republicans,0,1
2467,2020-07-14,Wisconsin,55,41516,834,29.7,Republicans,0,1
2468,2020-07-15,Wisconsin,55,42409,835,29.7,Republicans,0,1
2469,2020-07-16,Wisconsin,55,43361,839,29.7,Republicans,0,1
2470,2020-07-17,Wisconsin,55,44243,842,29.7,Republicans,0,1
2471,2020-07-18,Wisconsin,55,45118,852,29.7,Republicans,0,1
2472,2020-07-19,Wisconsin,55,45953,853,29.7,Republicans,0,1
2473,2020-07-20,Wisconsin,55,46754,855,29.7,Republicans,0,1
2474,2020-07-21,Wisconsin,55,47893,868,29.7,Republicans,0,1
2475,2020-07-22,Wisconsin,55,48777,874,29.7,Republicans,0,1
2476,2020-07-23,Wisconsin,55,49751,887,29.7,Republicans,0,1
2477,2020-07-24,Wisconsin,55,50895,887,29.7,Republicans,0,1
2478,2020-07-25,Wisconsin,55,51735,900,29.7,Republicans,0,1
2479,2020-07-26,Wisconsin,55,52685,901,29.7,Republicans,0,1
2480,2020-07-27,Wisconsin,55,53323,905,29.7,Republicans,0,1
2481,2020-07-28,Wisconsin,55,54114,916,29.7,Republicans,0,1
2482,2020-07-29,Wisconsin,55,55119,920,29.7,Republicans,0,1
2483,2020-07-30,Wisconsin,55,56111,928,29.7,Republicans,0,1
2484,2020-07-31,Wisconsin,55,57020,943,29.7,Republicans,0,1
2485,2020-08-01,Wisconsin,55,58064,955,29.7,Republicans,0,1
2486,2020-08-02,Wisconsin,55,58990,956,29.7,Republicans,0,1
2487,2020-08-03,Wisconsin,55,59471,960,29.7,Republicans,0,1
2488,2020-08-04,Wisconsin,55,60263,970,29.7,Republicans,0,1
2489,2020-08-05,Wisconsin,55,61247,979,29.7,Republicans,0,1
2490,2020-08-06,Wisconsin,55,62139,988,29.7,Republicans,0,1
2491,2020-08-07,Wisconsin,55,63256,1001,29.7,Republicans,0,1
2492,2020-08-08,Wisconsin,55,64231,1007,29.7,Republicans,0,1
2493,2020-08-09,Wisconsin,55,64835,1009,29.7,Republicans,0,1
2494,2020-08-10,Wisconsin,55,65427,1009,29.7,Republicans,0,1
2495,2020-08-11,Wisconsin,55,66146,1017,29.7,Republicans,0,1
2496,2020-08-12,Wisconsin,55,66705,1022,29.7,Republicans,0,1
2497,2020-08-13,Wisconsin,55,67781,1029,29.7,Republicans,0,1
2498,2020-08-14,Wisconsin,55,68761,1035,29.7,Republicans,0,1
2499,2020-08-15,Wisconsin,55,69560,1047,29.7,Republicans,0,1
2500,2020-08-16,Wisconsin,55,70246,1048,29.7,Republicans,0,1
2501,2020-08-17,Wisconsin,55,70796,1050,29.7,Republicans,0,1
2502,2020-08-18,Wisconsin,55,71517,1063,29.7,Republicans,0,1
2503,2020-08-19,Wisconsin,55,72204,1071,29.7,Republicans,0,1
2504,2020-08-20,Wisconsin,55,73067,1077,29.7,Republicans,0,1
2505,2020-08-21,Wisconsin,55,73895,1079,29.7,Republicans,0,1
2506,2020-08-22,Wisconsin,55,74740,1092,29.7,Republicans,0,1
2507,2020-08-23,Wisconsin,55,75205,1092,29.7,Republicans,0,1
2508,2020-08-24,Wisconsin,55,75755,1093,29.7,Republicans,0,1
2509,2020-08-25,Wisconsin,55,76453,1106,29.7,Republicans,0,1
2510,2020-08-26,Wisconsin,55,77220,1112,29.7,Republicans,0,1
2511,2020-08-27,Wisconsin,55,78136,1121,29.7,Republicans,0,1
2512,2020-08-28,Wisconsin,55,78984,1123,29.7,Republicans,0,1
2513,2020-08-29,Wisconsin,55,79767,1129,29.7,Republicans,0,1
2514,2020-08-30,Wisconsin,55,80311,1132,29.7,Republicans,0,1
2515,2020-08-31,Wisconsin,55,80733,1132,29.7,Republicans,0,1
2516,2020-09-01,Wisconsin,55,81688,1141,29.7,Republicans,0,1
2517,2020-09-02,Wisconsin,55,82261,1151,29.7,Republicans,0,1
2518,2020-09-03,Wisconsin,55,83119,1155,29.7,Republicans,0,1
2519,2020-09-04,Wisconsin,55,84519,1164,29.7,Republicans,0,1
2520,2020-09-05,Wisconsin,55,85517,1177,29.7,Republicans,0,1
2521,2020-09-06,Wisconsin,55,86406,1177,29.7,Republicans,0,1
2522,2020-09-07,Wisconsin,55,86981,1177,29.7,Republicans,0,1
2523,2020-09-08,Wisconsin,55,87730,1179,29.7,Republicans,0,1
2524,2020-09-09,Wisconsin,55,88643,1193,29.7,Republicans,0,1
2525,2020-09-10,Wisconsin,55,90232,1202,29.7,Republicans,0,1
2526,2020-09-11,Wisconsin,55,91672,1206,29.7,Republicans,0,1
2527,2020-09-12,Wisconsin,55,93102,1218,29.7,Republicans,0,1
2528,2020-09-13,Wisconsin,55,94723,1219,29.7,Republicans,0,1
2529,2020-09-14,Wisconsin,55,95564,1219,29.7,Republicans,0,1
2530,2020-09-15,Wisconsin,55,97002,1230,29.7,Republicans,0,1
2531,2020-09-16,Wisconsin,55,98501,1238,29.7,Republicans,0,1
2532,2020-09-17,Wisconsin,55,100619,1240,29.7,Republicans,0,1
2533,2020-09-18,Wisconsin,55,103211,1247,29.7,Republicans,0,1
2534,2020-09-19,Wisconsin,55,105609,1249,29.7,Republicans,0,1
2535,2020-09-20,Wisconsin,55,107343,1250,29.7,Republicans,0,1
2536,2020-09-21,Wisconsin,55,108656,1253,29.7,Republicans,0,1
2537,2020-09-22,Wisconsin,55,110393,1259,29.7,Republicans,0,1
2538,2020-09-23,Wisconsin,55,112276,1269,29.7,Republicans,0,1
2539,2020-09-24,Wisconsin,55,114743,1275,29.7,Republicans,0,1
2540,2020-09-25,Wisconsin,55,117355,1285,29.7,Republicans,0,1
2541,2020-09-26,Wisconsin,55,120249,1291,29.7,Republicans,0,1
2542,2020-09-27,Wisconsin,55,122498,1291,29.7,Republicans,0,1
2543,2020-09-28,Wisconsin,55,124320,1293,29.7,Republicans,0,1
2544,2020-09-29,Wisconsin,55,126744,1312,29.7,Republicans,0,1
2545,2020-09-30,Wisconsin,55,129172,1338,29.7,Republicans,0,1
2546,2020-10-01,Wisconsin,55,132176,1358,29.7,Republicans,0,1
2547,2020-10-02,Wisconsin,55,134996,1364,29.7,Republicans,0,1
2548,2020-10-03,Wisconsin,55,138018,1383,29.7,Republicans,0,1
2549,2020-10-04,Wisconsin,55,139941,1388,29.7,Republicans,0,1
2550,2020-10-05,Wisconsin,55,141780,1393,29.7,Republicans,0,1
2551,2020-10-06,Wisconsin,55,143886,1410,29.7,Republicans,0,1
2552,2020-10-07,Wisconsin,55,146376,1427,29.7,Republicans,0,1
2553,2020-10-08,Wisconsin,55,149613,1436,29.7,Republicans,0,1
2554,2020-10-09,Wisconsin,55,152831,1453,29.7,Republicans,0,1
2555,2020-10-10,Wisconsin,55,155752,1470,29.7,Republicans,0,1
2556,2020-10-11,Wisconsin,55,158426,1477,29.7,Republicans,0,1
2557,2020-10-12,Wisconsin,55,160655,1488,29.7,Republicans,0,1
2558,2020-10-13,Wisconsin,55,164137,1521,29.7,Republicans,0,1
2559,2020-10-14,Wisconsin,55,167441,1549,29.7,Republicans,0,1
2560,2020-10-15,Wisconsin,55,171480,1568,29.7,Republicans,0,1
2561,2020-10-16,Wisconsin,55,175652,1588,29.7,Republicans,0,1
