,date,state,fips,cases,deaths,employed-sugar-intake-daily,Winning Party,Democrats,Republicans
15180,2021-09-18,South Carolina,45,819204,11614,42.0,Republicans,0,1
15181,2021-09-19,South Carolina,45,819204,11614,42.0,Republicans,0,1
15182,2021-09-20,South Carolina,45,830260,11721,42.0,Republicans,0,1
15183,2021-09-21,South Carolina,45,832466,11828,42.0,Republicans,0,1
15184,2021-09-22,South Carolina,45,834880,11913,42.0,Republicans,0,1
15185,2021-09-23,South Carolina,45,838079,11957,42.0,Republicans,0,1
15186,2021-09-24,South Carolina,45,841600,12080,42.0,Republicans,0,1
15187,2021-09-25,South Carolina,45,841600,12080,42.0,Republicans,0,1
15188,2021-09-26,South Carolina,45,841600,12080,42.0,Republicans,0,1
15189,2021-09-27,South Carolina,45,850188,12213,42.0,Republicans,0,1
15190,2021-09-28,South Carolina,45,852006,12259,42.0,Republicans,0,1
15191,2021-09-29,South Carolina,45,854874,12372,42.0,Republicans,0,1
15192,2021-09-30,South Carolina,45,857386,12472,42.0,Republicans,0,1
15193,2021-10-01,South Carolina,45,860369,12570,42.0,Republicans,0,1
15194,2021-10-02,South Carolina,45,860369,12570,42.0,Republicans,0,1
15195,2021-10-03,South Carolina,45,860369,12570,42.0,Republicans,0,1
15196,2021-10-04,South Carolina,45,867315,12702,42.0,Republicans,0,1
15197,2021-10-05,South Carolina,45,868574,12729,42.0,Republicans,0,1
15198,2021-10-06,South Carolina,45,869838,12784,42.0,Republicans,0,1
15199,2021-10-07,South Carolina,45,872011,12856,42.0,Republicans,0,1
15200,2021-10-08,South Carolina,45,874013,12929,42.0,Republicans,0,1
15201,2021-10-09,South Carolina,45,874013,12929,42.0,Republicans,0,1
15202,2021-10-10,South Carolina,45,874013,12929,42.0,Republicans,0,1
15203,2021-10-11,South Carolina,45,879012,13034,42.0,Republicans,0,1
15204,2021-10-12,South Carolina,45,879985,13056,42.0,Republicans,0,1
15205,2021-10-13,South Carolina,45,880984,13093,42.0,Republicans,0,1
15206,2021-10-14,South Carolina,45,882455,13114,42.0,Republicans,0,1
15207,2021-10-15,South Carolina,45,883982,13232,42.0,Republicans,0,1
15208,2021-10-16,South Carolina,45,883982,13232,42.0,Republicans,0,1
15209,2021-10-17,South Carolina,45,883982,13232,42.0,Republicans,0,1
15210,2021-10-18,South Carolina,45,887535,13319,42.0,Republicans,0,1
15211,2021-10-19,South Carolina,45,888189,13321,42.0,Republicans,0,1
15212,2021-10-20,South Carolina,45,889096,13368,42.0,Republicans,0,1
15213,2021-10-21,South Carolina,45,890003,13412,42.0,Republicans,0,1
15214,2021-10-22,South Carolina,45,891072,13472,42.0,Republicans,0,1
15215,2021-10-23,South Carolina,45,891072,13472,42.0,Republicans,0,1
15216,2021-10-24,South Carolina,45,891072,13472,42.0,Republicans,0,1
15217,2021-10-25,South Carolina,45,893626,13559,42.0,Republicans,0,1
15218,2021-10-26,South Carolina,45,894221,13565,42.0,Republicans,0,1
15219,2021-10-27,South Carolina,45,894924,13604,42.0,Republicans,0,1
15220,2021-10-28,South Carolina,45,895738,13670,42.0,Republicans,0,1
15221,2021-10-29,South Carolina,45,897152,13716,42.0,Republicans,0,1
15222,2021-10-30,South Carolina,45,897152,13716,42.0,Republicans,0,1
15223,2021-10-31,South Carolina,45,897152,13716,42.0,Republicans,0,1
15224,2021-11-01,South Carolina,45,899481,13753,42.0,Republicans,0,1
15225,2021-11-02,South Carolina,45,899912,13766,42.0,Republicans,0,1
15226,2021-11-03,South Carolina,45,900464,13803,42.0,Republicans,0,1
15227,2021-11-04,South Carolina,45,901314,13832,42.0,Republicans,0,1
15228,2021-11-05,South Carolina,45,902329,13841,42.0,Republicans,0,1
15229,2021-11-06,South Carolina,45,902329,13841,42.0,Republicans,0,1
15230,2021-11-07,South Carolina,45,902329,13841,42.0,Republicans,0,1
15231,2021-11-08,South Carolina,45,904293,13896,42.0,Republicans,0,1
15232,2021-11-09,South Carolina,45,904689,13898,42.0,Republicans,0,1
15233,2021-11-10,South Carolina,45,905182,13923,42.0,Republicans,0,1
15234,2021-11-11,South Carolina,45,905182,13923,42.0,Republicans,0,1
15235,2021-11-12,South Carolina,45,906945,13983,42.0,Republicans,0,1
15236,2021-11-13,South Carolina,45,906945,13983,42.0,Republicans,0,1
15237,2021-11-14,South Carolina,45,906945,13983,42.0,Republicans,0,1
15238,2021-11-15,South Carolina,45,908839,14033,42.0,Republicans,0,1
15239,2021-11-16,South Carolina,45,909282,14042,42.0,Republicans,0,1
15240,2021-11-17,South Carolina,45,909905,14064,42.0,Republicans,0,1
15241,2021-11-18,South Carolina,45,910690,14078,42.0,Republicans,0,1
15242,2021-11-19,South Carolina,45,911624,14096,42.0,Republicans,0,1
15243,2021-11-20,South Carolina,45,911624,14096,42.0,Republicans,0,1
15244,2021-11-21,South Carolina,45,911624,14096,42.0,Republicans,0,1
15245,2021-11-22,South Carolina,45,913950,14128,42.0,Republicans,0,1
15246,2021-11-23,South Carolina,45,914384,14135,42.0,Republicans,0,1
15247,2021-11-24,South Carolina,45,914946,14153,42.0,Republicans,0,1
15248,2021-11-25,South Carolina,45,914946,14153,42.0,Republicans,0,1
15249,2021-11-26,South Carolina,45,915671,14186,42.0,Republicans,0,1
15250,2021-11-27,South Carolina,45,915671,14186,42.0,Republicans,0,1
15251,2021-11-28,South Carolina,45,915671,14186,42.0,Republicans,0,1
15252,2021-11-29,South Carolina,45,917833,14209,42.0,Republicans,0,1
15253,2021-11-30,South Carolina,45,918321,14210,42.0,Republicans,0,1
15254,2021-12-01,South Carolina,45,919184,14233,42.0,Republicans,0,1
15255,2021-12-02,South Carolina,45,920311,14269,42.0,Republicans,0,1
15256,2021-12-03,South Carolina,45,921722,14272,42.0,Republicans,0,1
15257,2021-12-04,South Carolina,45,921722,14272,42.0,Republicans,0,1
15258,2021-12-05,South Carolina,45,921722,14272,42.0,Republicans,0,1
15259,2021-12-06,South Carolina,45,924957,14314,42.0,Republicans,0,1
15260,2021-12-07,South Carolina,45,925629,14318,42.0,Republicans,0,1
15261,2021-12-08,South Carolina,45,926454,14334,42.0,Republicans,0,1
15262,2021-12-09,South Carolina,45,927649,14347,42.0,Republicans,0,1
15263,2021-12-10,South Carolina,45,929077,14375,42.0,Republicans,0,1
15264,2021-12-11,South Carolina,45,929077,14375,42.0,Republicans,0,1
15265,2021-12-12,South Carolina,45,929077,14375,42.0,Republicans,0,1
15266,2021-12-13,South Carolina,45,932206,14405,42.0,Republicans,0,1
15267,2021-12-14,South Carolina,45,932938,14419,42.0,Republicans,0,1
15268,2021-12-15,South Carolina,45,933754,14431,42.0,Republicans,0,1
15269,2021-12-16,South Carolina,45,934880,14445,42.0,Republicans,0,1
15270,2021-12-17,South Carolina,45,936207,14461,42.0,Republicans,0,1
15271,2021-12-18,South Carolina,45,936207,14461,42.0,Republicans,0,1
15272,2021-12-19,South Carolina,45,936207,14461,42.0,Republicans,0,1
15273,2021-12-20,South Carolina,45,940135,14498,42.0,Republicans,0,1
15274,2021-12-21,South Carolina,45,941029,14512,42.0,Republicans,0,1
15275,2021-12-22,South Carolina,45,942359,14528,42.0,Republicans,0,1
15276,2021-12-23,South Carolina,45,944574,14550,42.0,Republicans,0,1
15277,2021-12-24,South Carolina,45,944574,14550,42.0,Republicans,0,1
15278,2021-12-25,South Carolina,45,944574,14550,42.0,Republicans,0,1
15279,2021-12-26,South Carolina,45,944574,14550,42.0,Republicans,0,1
15280,2021-12-27,South Carolina,45,944574,14550,42.0,Republicans,0,1
15281,2021-12-28,South Carolina,45,944574,14550,42.0,Republicans,0,1
15282,2021-12-29,South Carolina,45,960195,14610,42.0,Republicans,0,1
15283,2021-12-30,South Carolina,45,966259,14617,42.0,Republicans,0,1
15284,2021-12-31,South Carolina,45,975320,14636,42.0,Republicans,0,1
15285,2022-01-01,South Carolina,45,975320,14636,42.0,Republicans,0,1
15286,2022-01-02,South Carolina,45,975320,14636,42.0,Republicans,0,1
15287,2022-01-03,South Carolina,45,975320,14636,42.0,Republicans,0,1
15288,2022-01-04,South Carolina,45,1011271,14674,42.0,Republicans,0,1
15289,2022-01-05,South Carolina,45,1018435,14715,42.0,Republicans,0,1
15290,2022-01-06,South Carolina,45,1035256,14745,42.0,Republicans,0,1
15291,2022-01-07,South Carolina,45,1048252,14746,42.0,Republicans,0,1
15292,2022-01-08,South Carolina,45,1048252,14746,42.0,Republicans,0,1
15293,2022-01-09,South Carolina,45,1048252,14746,42.0,Republicans,0,1
15294,2022-01-10,South Carolina,45,1094226,14793,42.0,Republicans,0,1
15295,2022-01-11,South Carolina,45,1102603,14803,42.0,Republicans,0,1
15296,2022-01-12,South Carolina,45,1114781,14848,42.0,Republicans,0,1
15297,2022-01-13,South Carolina,45,1132825,14880,42.0,Republicans,0,1
15298,2022-01-14,South Carolina,45,1153125,14914,42.0,Republicans,0,1
15299,2022-01-15,South Carolina,45,1153125,14914,42.0,Republicans,0,1
15300,2022-01-16,South Carolina,45,1153125,14914,42.0,Republicans,0,1
15301,2022-01-17,South Carolina,45,1153125,14914,42.0,Republicans,0,1
15302,2022-01-18,South Carolina,45,1225570,15015,42.0,Republicans,0,1
15303,2022-01-19,South Carolina,45,1236732,15029,42.0,Republicans,0,1
15304,2022-01-20,South Carolina,45,1249632,15053,42.0,Republicans,0,1
15305,2022-01-21,South Carolina,45,1265710,15108,42.0,Republicans,0,1
15306,2022-01-22,South Carolina,45,1265710,15108,42.0,Republicans,0,1
15307,2022-01-23,South Carolina,45,1265710,15108,42.0,Republicans,0,1
15308,2022-01-24,South Carolina,45,1265710,15108,42.0,Republicans,0,1
15309,2022-01-25,South Carolina,45,1265710,15108,42.0,Republicans,0,1
15310,2022-01-26,South Carolina,45,1328450,15155,42.0,Republicans,0,1
15311,2022-01-27,South Carolina,45,1338384,15181,42.0,Republicans,0,1
15312,2022-01-28,South Carolina,45,1355116,15266,42.0,Republicans,0,1
15313,2022-01-29,South Carolina,45,1355116,15266,42.0,Republicans,0,1
15314,2022-01-30,South Carolina,45,1355116,15266,42.0,Republicans,0,1
15315,2022-01-31,South Carolina,45,1385019,15480,42.0,Republicans,0,1
15316,2022-02-01,South Carolina,45,1389266,15508,42.0,Republicans,0,1
15317,2022-02-02,South Carolina,45,1394651,15609,42.0,Republicans,0,1
15318,2022-02-03,South Carolina,45,1400276,15744,42.0,Republicans,0,1
15319,2022-02-04,South Carolina,45,1406933,15791,42.0,Republicans,0,1
15320,2022-02-05,South Carolina,45,1406933,15791,42.0,Republicans,0,1
15321,2022-02-06,South Carolina,45,1406933,15791,42.0,Republicans,0,1
15322,2022-02-07,South Carolina,45,1421539,15929,42.0,Republicans,0,1
15323,2022-02-08,South Carolina,45,1423919,15986,42.0,Republicans,0,1
15324,2022-02-09,South Carolina,45,1427869,16018,42.0,Republicans,0,1
15325,2022-02-10,South Carolina,45,1431067,16136,42.0,Republicans,0,1
15326,2022-02-11,South Carolina,45,1431067,16136,42.0,Republicans,0,1
15327,2022-02-12,South Carolina,45,1431067,16136,42.0,Republicans,0,1
15328,2022-02-13,South Carolina,45,1431067,16136,42.0,Republicans,0,1
15329,2022-02-14,South Carolina,45,1442546,16241,42.0,Republicans,0,1
15330,2022-02-15,South Carolina,45,1443723,16243,42.0,Republicans,0,1
15331,2022-02-16,South Carolina,45,1445381,16407,42.0,Republicans,0,1
15332,2022-02-17,South Carolina,45,1447557,16520,42.0,Republicans,0,1
15333,2022-02-18,South Carolina,45,1449637,16533,42.0,Republicans,0,1
15334,2022-02-19,South Carolina,45,1449637,16533,42.0,Republicans,0,1
15335,2022-02-20,South Carolina,45,1449637,16533,42.0,Republicans,0,1
15336,2022-02-21,South Carolina,45,1449637,16533,42.0,Republicans,0,1
15337,2022-02-22,South Carolina,45,1455967,16600,42.0,Republicans,0,1
15338,2022-02-23,South Carolina,45,1456990,16614,42.0,Republicans,0,1
15339,2022-02-24,South Carolina,45,1458075,16643,42.0,Republicans,0,1
15340,2022-02-25,South Carolina,45,1459070,16790,42.0,Republicans,0,1
15341,2022-02-26,South Carolina,45,1459070,16790,42.0,Republicans,0,1
15342,2022-02-27,South Carolina,45,1459070,16790,42.0,Republicans,0,1
15343,2022-02-28,South Carolina,45,1461155,16865,42.0,Republicans,0,1
15344,2022-03-01,South Carolina,45,1461426,16912,42.0,Republicans,0,1
15345,2022-03-02,South Carolina,45,1461805,16928,42.0,Republicans,0,1
15346,2022-03-03,South Carolina,45,1462329,16959,42.0,Republicans,0,1
15347,2022-03-04,South Carolina,45,1462846,16961,42.0,Republicans,0,1
15348,2022-03-05,South Carolina,45,1462846,16961,42.0,Republicans,0,1
15349,2022-03-06,South Carolina,45,1462846,16961,42.0,Republicans,0,1
15350,2022-03-07,South Carolina,45,1463842,17186,42.0,Republicans,0,1
15351,2022-03-08,South Carolina,45,1463920,17221,42.0,Republicans,0,1
15352,2022-03-09,South Carolina,45,1464224,17251,42.0,Republicans,0,1
15353,2022-03-10,South Carolina,45,1464590,17331,42.0,Republicans,0,1
15354,2022-03-11,South Carolina,45,1465127,17372,42.0,Republicans,0,1
15355,2022-03-12,South Carolina,45,1465127,17372,42.0,Republicans,0,1
15356,2022-03-13,South Carolina,45,1465127,17372,42.0,Republicans,0,1
15357,2022-03-14,South Carolina,45,1465127,17372,42.0,Republicans,0,1
15358,2022-03-15,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15359,2022-03-16,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15360,2022-03-17,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15361,2022-03-18,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15362,2022-03-19,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15363,2022-03-20,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15364,2022-03-21,South Carolina,45,1465739,17380,42.0,Republicans,0,1
15365,2022-03-22,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15366,2022-03-23,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15367,2022-03-24,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15368,2022-03-25,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15369,2022-03-26,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15370,2022-03-27,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15371,2022-03-28,South Carolina,45,1467115,17493,42.0,Republicans,0,1
15372,2022-03-29,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15373,2022-03-30,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15374,2022-03-31,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15375,2022-04-01,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15376,2022-04-02,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15377,2022-04-03,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15378,2022-04-04,South Carolina,45,1468140,17591,42.0,Republicans,0,1
15379,2022-04-05,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15380,2022-04-06,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15381,2022-04-07,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15382,2022-04-08,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15383,2022-04-09,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15384,2022-04-10,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15385,2022-04-11,South Carolina,45,1469706,17650,42.0,Republicans,0,1
15386,2022-04-12,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15387,2022-04-13,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15388,2022-04-14,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15389,2022-04-15,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15390,2022-04-16,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15391,2022-04-17,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15392,2022-04-18,South Carolina,45,1470597,17698,42.0,Republicans,0,1
15393,2022-04-19,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15394,2022-04-20,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15395,2022-04-21,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15396,2022-04-22,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15397,2022-04-23,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15398,2022-04-24,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15399,2022-04-25,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15400,2022-04-26,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15401,2022-04-27,South Carolina,45,1472093,17734,42.0,Republicans,0,1
15402,2022-04-28,South Carolina,45,1474272,17767,42.0,Republicans,0,1
15403,2022-04-29,South Carolina,45,1474272,17767,42.0,Republicans,0,1
15404,2022-04-30,South Carolina,45,1474272,17767,42.0,Republicans,0,1
15405,2022-05-01,South Carolina,45,1474272,17767,42.0,Republicans,0,1
15406,2022-05-02,South Carolina,45,1474272,17767,42.0,Republicans,0,1
15407,2022-05-03,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15408,2022-05-04,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15409,2022-05-05,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15410,2022-05-06,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15411,2022-05-07,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15412,2022-05-08,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15413,2022-05-09,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15414,2022-05-10,South Carolina,45,1477345,17847,42.0,Republicans,0,1
15415,2022-05-11,South Carolina,45,1481646,17869,42.0,Republicans,0,1
15416,2022-05-12,South Carolina,45,1481646,17869,42.0,Republicans,0,1
15417,2022-05-13,South Carolina,45,1481646,17869,42.0,Republicans,0,1
15418,2022-05-14,South Carolina,45,1481646,17869,42.0,Republicans,0,1
15419,2022-05-15,South Carolina,45,1481646,17869,42.0,Republicans,0,1
15420,2022-05-16,South Carolina,45,1481646,17869,42.0,Republicans,0,1
15421,2022-05-17,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15422,2022-05-18,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15423,2022-05-19,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15424,2022-05-20,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15425,2022-05-21,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15426,2022-05-22,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15427,2022-05-23,South Carolina,45,1487728,17869,42.0,Republicans,0,1
15428,2022-05-24,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15429,2022-05-25,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15430,2022-05-26,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15431,2022-05-27,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15432,2022-05-28,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15433,2022-05-29,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15434,2022-05-30,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15435,2022-05-31,South Carolina,45,1495762,17905,42.0,Republicans,0,1
15436,2022-06-01,South Carolina,45,1504967,17907,42.0,Republicans,0,1
15437,2022-06-02,South Carolina,45,1504967,17907,42.0,Republicans,0,1
15438,2022-06-03,South Carolina,45,1504967,17907,42.0,Republicans,0,1
15439,2022-06-04,South Carolina,45,1504967,17907,42.0,Republicans,0,1
15440,2022-06-05,South Carolina,45,1504967,17907,42.0,Republicans,0,1
15441,2022-06-06,South Carolina,45,1504967,17907,42.0,Republicans,0,1
15442,2022-06-07,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15443,2022-06-08,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15444,2022-06-09,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15445,2022-06-10,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15446,2022-06-11,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15447,2022-06-12,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15448,2022-06-13,South Carolina,45,1514423,17970,42.0,Republicans,0,1
15449,2022-06-14,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15450,2022-06-15,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15451,2022-06-16,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15452,2022-06-17,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15453,2022-06-18,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15454,2022-06-19,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15455,2022-06-20,South Carolina,45,1524771,17995,42.0,Republicans,0,1
15456,2022-06-21,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15457,2022-06-22,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15458,2022-06-23,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15459,2022-06-24,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15460,2022-06-25,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15461,2022-06-26,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15462,2022-06-27,South Carolina,45,1535392,18007,42.0,Republicans,0,1
15463,2022-06-28,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15464,2022-06-29,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15465,2022-06-30,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15466,2022-07-01,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15467,2022-07-02,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15468,2022-07-03,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15469,2022-07-04,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15470,2022-07-05,South Carolina,45,1546406,18033,42.0,Republicans,0,1
15471,2022-07-06,South Carolina,45,1560139,18043,42.0,Republicans,0,1
15472,2022-07-07,South Carolina,45,1560139,18043,42.0,Republicans,0,1
15473,2022-07-08,South Carolina,45,1560139,18043,42.0,Republicans,0,1
15474,2022-07-09,South Carolina,45,1560139,18043,42.0,Republicans,0,1
15475,2022-07-10,South Carolina,45,1560139,18043,42.0,Republicans,0,1
15476,2022-07-11,South Carolina,45,1560139,18043,42.0,Republicans,0,1
15477,2022-07-12,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15478,2022-07-13,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15479,2022-07-14,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15480,2022-07-15,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15481,2022-07-16,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15482,2022-07-17,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15483,2022-07-18,South Carolina,45,1573585,18055,42.0,Republicans,0,1
15484,2022-07-19,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15485,2022-07-20,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15486,2022-07-21,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15487,2022-07-22,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15488,2022-07-23,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15489,2022-07-24,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15490,2022-07-25,South Carolina,45,1587503,18132,42.0,Republicans,0,1
15491,2022-07-26,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15492,2022-07-27,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15493,2022-07-28,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15494,2022-07-29,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15495,2022-07-30,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15496,2022-07-31,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15497,2022-08-01,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15498,2022-08-02,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15499,2022-08-03,South Carolina,45,1605165,18192,42.0,Republicans,0,1
15500,2022-08-04,South Carolina,45,1621121,18208,42.0,Republicans,0,1
15501,2022-08-05,South Carolina,45,1621121,18208,42.0,Republicans,0,1
15502,2022-08-06,South Carolina,45,1621121,18208,42.0,Republicans,0,1
15503,2022-08-07,South Carolina,45,1621121,18208,42.0,Republicans,0,1
15504,2022-08-08,South Carolina,45,1621121,18208,42.0,Republicans,0,1
15505,2022-08-09,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15506,2022-08-10,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15507,2022-08-11,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15508,2022-08-12,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15509,2022-08-13,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15510,2022-08-14,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15511,2022-08-15,South Carolina,45,1637108,18215,42.0,Republicans,0,1
15512,2022-08-16,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15513,2022-08-17,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15514,2022-08-18,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15515,2022-08-19,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15516,2022-08-20,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15517,2022-08-21,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15518,2022-08-22,South Carolina,45,1650748,18227,42.0,Republicans,0,1
15519,2022-08-23,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15520,2022-08-24,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15521,2022-08-25,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15522,2022-08-26,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15523,2022-08-27,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15524,2022-08-28,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15525,2022-08-29,South Carolina,45,1661020,18245,42.0,Republicans,0,1
15526,2022-08-30,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15527,2022-08-31,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15528,2022-09-01,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15529,2022-09-02,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15530,2022-09-03,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15531,2022-09-04,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15532,2022-09-05,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15533,2022-09-06,South Carolina,45,1674281,18263,42.0,Republicans,0,1
15534,2022-09-07,South Carolina,45,1687640,18299,42.0,Republicans,0,1
15535,2022-09-08,South Carolina,45,1687640,18299,42.0,Republicans,0,1
15536,2022-09-09,South Carolina,45,1687640,18299,42.0,Republicans,0,1
15537,2022-09-10,South Carolina,45,1687640,18299,42.0,Republicans,0,1
15538,2022-09-11,South Carolina,45,1687640,18299,42.0,Republicans,0,1
15539,2022-09-12,South Carolina,45,1687640,18299,42.0,Republicans,0,1
15540,2022-09-13,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15541,2022-09-14,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15542,2022-09-15,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15543,2022-09-16,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15544,2022-09-17,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15545,2022-09-18,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15546,2022-09-19,South Carolina,45,1696746,18316,42.0,Republicans,0,1
15547,2022-09-20,South Carolina,45,1703439,18331,42.0,Republicans,0,1
15548,2022-09-21,South Carolina,45,1703439,18331,42.0,Republicans,0,1
15549,2022-09-22,South Carolina,45,1703439,18331,42.0,Republicans,0,1
